STRATUM	AUDIT_ID	CANDIDATE_ID	CHAIN_ID	DECIDED_AT	DECISION	DECISION_CATEGORY	TARGET_TREND_ID	PROMOTED_TO	SIM_BAND	MAX_NEIGHBOR_SIM	TURN_EXHAUSTED	ET_RESCUE_ROUTED	ET_WAS_SECOND_SOURCE	N_FAMILIES	CLUSTER_SIZE	SOURCE_COUNT	CAND_CONFIDENCE	SPECIFICITY_SCORE	DISTILLATION_VERDICT	TOPIC
S07_contested_not_merge	0a846d5c-f5b6-44e7-ae0e-657b43a50d8d	cand-zsfynoogmsmiohzo	chain-f896ae95-c722-45fb-a1fa-a1a608ded85c	2026-08-09T22:15:03	PROMOTE_NEW	CONFIRM_NEW	7f13dba0-52b6-4a97-ab30-07538327a18e	7f13dba0-52b6-4a97-ab30-07538327a18e	contested	0.7089	false	true	true	1	1	1	0.85	0.9	REAL_TREND	Sparkling Protein Beverages
S07_contested_not_merge	1bbaab28-fe88-4d98-8688-e6388c1d522f	cand-79raryadmr3l3g19	chain-6c9838fd-ff34-414f-854b-9b878553bae2	2026-07-02T10:14:56	PROMOTE_NEW	CONFIRM_NEW	5d8c79bc-c79f-4713-9ff2-bf6c1038b2b0	5d8c79bc-c79f-4713-9ff2-bf6c1038b2b0	contested	0.7488	false	false	false	2	4	2	0.85	0.85	REAL_TREND	Purchasing directly from sponsored carousels inside conversational AI chats
S07_contested_not_merge	95a78417-0a61-4508-85d3-d1788fb355d8	cand-8nubwfuqmr25n201	chain-1887a2d8-1001-42f1-966f-a3dfc2b08c19	2026-07-01T10:15:31	PROMOTE_NEW	CONFIRM_NEW	16f49ffc-6818-4eb7-888f-933b89e07ed6	16f49ffc-6818-4eb7-888f-933b89e07ed6	contested	0.7212	false	false	false	2	2	2	0.8	0.8	REAL_TREND	Using AI-integrated beauty devices for real-time personalized skincare at home
S07_contested_not_merge	b4df991d-c42a-4bf0-b652-ca86f6d6798c	cand-xu2ccb00mtlagofq	chain-93c9deff-4883-44cc-a324-f98df8f6d4a8	2026-09-03T07:15:22	REJECT	LOW_QUALITY			contested	0.7258	false	true	false	0	0	0	0.8	0.85	REAL_TREND	Clinical biological age testing for longevity optimization
S07_contested_not_merge	9e236050-dd94-4fbe-a54f-25f58e06f3f6	cand-zbpbvan9mrxr21sy	chain-a48b01cc-7bad-44eb-9b67-41d661ce9d14	2026-07-23T13:15:54	PROMOTE_NEW	CONFIRM_NEW	4c15bfe6-466f-4808-8e0c-5dce7be08560	4c15bfe6-466f-4808-8e0c-5dce7be08560	contested	0.7628	false	false	false	2	2	2	0.85	0.9	REAL_TREND	At-home vaginal and skin microbiome testing for personalized care
S07_contested_not_merge	4ab3017a-f95d-4f8d-8e96-c1433f5c62b5	cand-2y57gkdlmstfb8mg	chain-e194b8c2-768b-4fae-b9f4-fb898784907d	2026-08-14T19:15:02	PROMOTE_NEW	CONFIRM_NEW	554d9407-f53d-4a1f-9d1e-c50c641638e7	554d9407-f53d-4a1f-9d1e-c50c641638e7	contested	0.7057	false	true	true	1	1	1	0.9	0.9	REAL_TREND	Substituting energy drinks with functional mushroom RTDs
S07_contested_not_merge	959bafd8-6d19-40d0-924d-1ced18e02cde	cand-dxqv5nrhmq9kua4z	chain-0585cb61-b0bc-4641-8c74-0778a836d544	2026-06-11T10:15:08	PROMOTE_NEW	CONFIRM_NEW	feb39eba-ca41-42d3-973a-d3ac979dfbc5	feb39eba-ca41-42d3-973a-d3ac979dfbc5	contested	0.7595	false	false	false	2	2	2	0.85	0.9	REAL_TREND	Layering PDRN (salmon DNA) and exosome serums for cellular regeneration
S07_contested_not_merge	97f5fb12-72fc-4a7e-9f12-055470b58d1c	cand-gjuq4pkkmrf0laam	chain-c3f0da4b-3a4d-49b4-be13-08eb9d56a122	2026-07-10T10:15:48	PROMOTE_NEW	CONFIRM_NEW	b124e818-558f-41d5-8415-b759412e29f1	b124e818-558f-41d5-8415-b759412e29f1	contested	0.7296	false	true	true	1	2	1	0.85	0.9	REAL_TREND	Postbiotic supplements for gut-brain axis and mood support
S07_contested_not_merge	3a285821-43c7-4811-b3e2-643123ae1124	cand-rmfpeepxmrhvivgp	chain-852981fd-9a6b-4959-9af2-035272d728f6	2026-07-12T10:15:10	REJECT	LOW_QUALITY			contested	0.7016	false	true	false	1	2	1	0.8	0.85	REAL_TREND	Purchasing bulk Korean skincare at warehouse retailers like Costco
S07_contested_not_merge	cbdb1380-a93d-4024-b00e-eae58572419a	cand-mktzjmybmqru5jx4	chain-5daa3f05-2282-4eba-ae3d-eb28abc00ebc	2026-06-24T07:15:21	PROMOTE_NEW	CONFIRM_NEW	a5092338-ad60-4c69-90d5-07849d8d303a	a5092338-ad60-4c69-90d5-07849d8d303a	contested	0.7067	false	false	false	2	2	2	0.85	0.9	REAL_TREND	Adopting probiotic intimate sprays and washes for microbiome health
S07_contested_not_merge	90e48b8d-7634-40cd-aa94-db1011f8734f	cand-7oi0cyonmsyfcga6	chain-ac30b998-b534-47a0-851b-7ca3d3ddd2e9	2026-08-18T10:15:10	PROMOTE_NEW	CONFIRM_NEW	a3e1ad73-3f6f-4ed4-a884-dc36fbb7083a	a3e1ad73-3f6f-4ed4-a884-dc36fbb7083a	contested	0.7021	false	true	true	1	1	1	0.85	0.95	REAL_TREND	Injecting BPC-157 peptides for injury recovery and muscle building
S07_contested_not_merge	8c2d285b-5d2d-4297-8b5a-95404ae9c80b	cand-o9ffpg4hmtkc40dm	chain-10e1eb9c-b833-477f-8f25-6a6e66037c77	2026-09-02T13:15:23	REJECT	CONFIRM_REJECT			contested	0.723	false	true	false	0	0	0	0.85	0.9	REAL_TREND	AI-Powered Robotic At-Home Manicures
S07_contested_not_merge	35152c07-f30e-41b4-9efb-89fc1e9daa9e	cand-r7dyet50mql0e45d	chain-5cf70be0-cf12-42de-9eeb-fe15fb354c8c	2026-06-19T10:15:00	PROMOTE_NEW	CONFIRM_NEW	dac2b3a1-fa3a-40d2-8a0d-f1ae1a09ec21	dac2b3a1-fa3a-40d2-8a0d-f1ae1a09ec21	contested	0.7136	false	false	false	2	3	2	0.9	0.9	REAL_TREND	Using sub-30-minute and drone delivery for routine mid-week grocery replenishment
S07_contested_not_merge	da605ebd-6c96-4c9f-8339-d9de220834ea	cand-64kr01n1mtu6igqz	chain-a2ecab55-20b1-4d28-a1c4-2f89f2dfb59b	2026-09-09T10:15:23	REJECT	LOW_QUALITY			contested	0.7816	false	true	false	1	3	1	0.8	0.95	REAL_TREND	Self-injecting copper peptides at home for anti-aging
S07_contested_not_merge	cdbf52d9-09fa-4db9-a383-d6fd79bfc13c	cand-0i6mw2u6mseqo8z1	chain-fb34a88b-575a-4385-aa4d-0c133258b683	2026-08-04T10:15:36	REJECT	LOW_QUALITY			contested	0.7691	false	true	false	1	2	1	0.95	0.9	REAL_TREND	GLP-1 users prioritizing high-protein and nutrient-dense foods for smaller portions
S07a_et_earned_2nd	08e6b8f1-9225-43e1-b42d-632e7ea4a95d	cand-kbzkbavbmtdo1pum	chain-98150f30-5a79-4482-bee6-3728e44f0167	2026-08-28T22:15:07	PROMOTE_NEW	CONFIRM_NEW	0d291db0-87d6-460b-a8c0-9bcf0b3b5bf7	0d291db0-87d6-460b-a8c0-9bcf0b3b5bf7	b060_070	0.6701	false	true	true	0	0	0	0.95	0.95	REAL_TREND	Cottage cheese as high-protein base for snacks and desserts
S07a_et_earned_2nd	7f705f82-ab89-4d6b-9f35-c5ccefedb4d1	cand-4ks8nsowmtk3ixmm	chain-3bf336e1-4563-46f1-b042-9e138cb4f32c	2026-09-02T10:15:05	PROMOTE_NEW	CONFIRM_NEW	48be6b66-28f9-4031-81a5-1af458f242f3	48be6b66-28f9-4031-81a5-1af458f242f3	b060_070	0.6879	false	true	true	0	0	0	0.95	0.95	REAL_TREND	Personalizing handbags with bag charms and embellishments
S07a_et_earned_2nd	43698a84-5f90-40f0-b071-c250b6c8521e	cand-rtigkpnwmri9s1ek	chain-5764e6fb-1890-4227-9c6d-5bb8845cabd1	2026-07-12T19:15:06	PROMOTE_NEW	CONFIRM_NEW	445e66a9-8f45-41b1-a73e-61e89117ed38	445e66a9-8f45-41b1-a73e-61e89117ed38	none		false	true	true	1	1	1	0.9	0.95	REAL_TREND	Renter-friendly battery/rechargeable wall sconces
S07a_et_earned_2nd	655d3ac6-f246-4ed1-8fca-7c00e6b15bd9	cand-dfjgk7o4mrqg415h	chain-8dab4f25-4148-4e79-b1c3-d998cc040008	2026-07-18T10:15:18	PROMOTE_NEW	CONFIRM_NEW	0a783d8e-cdf5-4fe3-b86b-5d43e955ed7e	0a783d8e-cdf5-4fe3-b86b-5d43e955ed7e	lt060	0.5166	false	true	true	1	2	1	0.85	0.9	REAL_TREND	Electric countertop composters for urban food waste
S07a_et_earned_2nd	61eec3e9-e76b-4c1c-a4e3-cc754128fc23	cand-odl6hv99mt7bfbg2	chain-b5b0ff03-dc92-4827-917a-71394b2603e3	2026-08-24T10:15:20	PROMOTE_NEW	CONFIRM_NEW	db5005e8-a9b2-4478-a2ba-6575ba510095	db5005e8-a9b2-4478-a2ba-6575ba510095	lt060	0.5681	false	true	true	1	2	1	0.9	0.9	REAL_TREND	Swapping traditional sugar and candy for date syrup and date-sweetened gummies
S07a_et_earned_2nd	17ad6105-7b17-4f86-856a-e32c359c3016	cand-aylpg2oamsfm1gyi	chain-faf34f94-4523-4cc1-aa08-67f68768b956	2026-08-05T01:14:55	PROMOTE_NEW	CONFIRM_NEW	70fde32c-72fd-46cf-83e3-17cef13a2524	70fde32c-72fd-46cf-83e3-17cef13a2524	b060_070	0.6285	false	true	true	1	1	1	0.85	0.9	REAL_TREND	Wearing light therapy glasses for sleep and circadian regulation
S07a_et_earned_2nd	fc1b6afd-9cd3-4924-8b2e-564d2c89e533	cand-4mdf0cj4mt5bzell	chain-4cbd9b28-1380-48ae-a406-386d3095bcb3	2026-08-23T01:15:07	PROMOTE_NEW	CONFIRM_NEW	24131b4d-c618-4274-9ba1-b5fccd6db89e	24131b4d-c618-4274-9ba1-b5fccd6db89e	b060_070	0.6767	false	true	true	1	2	1	0.85	0.9	REAL_TREND	Unconventional Fragrance Vehicles (Mouth and Hair Perfume)
S07a_et_earned_2nd	d1d5baac-e08f-4b2d-9612-05c5635e62fb	cand-wyp7tqpomrm5sz9i	chain-d0d8ce70-0b3f-4fe1-b6a0-b302aa04d06c	2026-07-15T10:15:19	PROMOTE_NEW	CONFIRM_NEW	f6461e93-079c-42f5-98b9-474dcc6a7e57	f6461e93-079c-42f5-98b9-474dcc6a7e57	lt060	0.5026	false	true	true	1	2	1	0.85	0.9	REAL_TREND	Pocket aromatherapy inhalers for on-the-go stress relief
S07a_et_earned_2nd	66c0dee2-bf0d-4c8c-9231-bd9adec157e5	cand-d98f75pzmt200vmm	chain-02f2d95e-1e8c-4dfb-a6c0-23c029152b29	2026-08-20T19:15:14	PROMOTE_NEW	CONFIRM_NEW	bc7fe2a1-3b38-44f7-9614-9057ef164db6	bc7fe2a1-3b38-44f7-9614-9057ef164db6	none		false	true	true	1	2	1	0.85	0.95	REAL_TREND	Applying manga-inspired spiky lash styles
S07a_et_earned_2nd	b113854f-3e41-45d1-979a-0942a3af5bf8	cand-7f60v9h9mt6iud64	chain-064b88d9-d9c4-430d-aa99-e62e63837d34	2026-08-23T22:15:09	PROMOTE_NEW	CONFIRM_NEW	5c3e1f7b-b600-4775-98ed-0b385a50e0ea	5c3e1f7b-b600-4775-98ed-0b385a50e0ea	lt060	0.5822	false	true	true	1	1	1	0.8	0.95	REAL_TREND	Using dimmable candle warmer lamps for flame-free home scenting
S07a_et_earned_2nd	e76d93ff-b623-49d5-90d1-b0b344d273c2	cand-jyjsgmbxmru6fuz6	chain-eb429adc-3cd4-4123-9a25-0af6497f0f69	2026-07-21T01:15:08	PROMOTE_NEW	CONFIRM_NEW	bec25a1b-dbe6-40e0-bc9a-6540830872b3	bec25a1b-dbe6-40e0-bc9a-6540830872b3	none		false	true	true	1	1	1	0.9	0.9	REAL_TREND	Permanent jewelry welding at retail pop-ups
S07a_et_earned_2nd	2e55aab8-ba90-42d5-81f9-02e8162a1e90	cand-n8gvjrptmu46k6ra	chain-34b1a68c-2d24-46d1-868a-c57a27d1129f	2026-09-16T10:15:08	PROMOTE_NEW	CONFIRM_NEW	c6ef6b2f-1ee2-44d0-a7df-a87eabf1b035	c6ef6b2f-1ee2-44d0-a7df-a87eabf1b035	lt060	0.5603	false	true	true	1	2	1	0.95	0.95	REAL_TREND	Beef tallow replacing seed oils for everyday cooking
S07a_et_earned_2nd	b51a95b6-36f0-43b4-9976-7d1796ec0e54	cand-tbeqxzbamtztdler	chain-ac1ae2d1-fffd-4661-bf4a-d7a107c57446	2026-09-13T10:15:15	PROMOTE_NEW	CONFIRM_NEW	2e3c36d1-45b2-4f50-8eb5-1a13df74157d	2e3c36d1-45b2-4f50-8eb5-1a13df74157d	lt060	0.5094	false	true	true	1	1	1	0.85	0.9	REAL_TREND	Vibration plates for at-home bone density training (midlife women)
S07a_et_earned_2nd	4248aa81-cb82-41ff-b6fd-4ea9805ee285	cand-gmtkokp2ms1k7xsb	chain-c4680d7b-9a2e-4837-a0cd-79e1f0dbfdaf	2026-07-26T07:15:03	PROMOTE_NEW	CONFIRM_NEW	e0373ec9-689f-4059-a217-79ba8f17de4e	e0373ec9-689f-4059-a217-79ba8f17de4e	lt060	0.5012	false	true	true	1	1	1	0.85	0.9	REAL_TREND	Swedish pick-and-mix bulk candy displays in US grocery stores
S07a_et_earned_2nd	cb206abf-3ded-4ce4-9a7a-a3acd46fd88d	cand-0wfno448mt4gjdg8	chain-ce17749c-1aaf-4a81-9614-ab84cf15bf6e	2026-08-22T10:15:27	PROMOTE_NEW	CONFIRM_NEW	80aaf334-070d-4cd2-937c-1efd89736279	80aaf334-070d-4cd2-937c-1efd89736279	b060_070	0.6768	false	true	true	1	2	1	0.85	0.85	REAL_TREND	Using targeted probiotics for oral and nasal microbiome care
S07a_et_earned_2nd	001f82c1-bbc9-4ed5-b74b-3121e5d5d5c9	cand-3xkqv38umu5lzowk	chain-dd928485-7d93-41be-9876-604e02724ca9	2026-09-17T10:15:24	PROMOTE_NEW	CONFIRM_NEW	dfa9d47f-1ab0-4b97-b3c9-6421704d0cb2	dfa9d47f-1ab0-4b97-b3c9-6421704d0cb2	none		false	true	true	1	2	1	0.85	0.9	REAL_TREND	Upgrading point-of-use water filters for PFAS/microplastic removal
S07b_confirm_reject	b9d8ef9c-1efe-4660-b842-036523e2adf0	cand-0lap522tmsmzx6ma	chain-702a511a-013b-400d-81af-0d0f8d06d127	2026-08-10T07:15:15	REJECT	CONFIRM_REJECT			none		false	true	false	1	1	1	0.95	0.9	REAL_TREND	Bespoke IKEA Furniture Upgrades via Third-Party Slipcovers
S07b_confirm_reject	ebef4d06-c6e0-4c50-a3b1-ba3df101de68	cand-7tnxd25amrmso0v6	chain-cdd3d5fa-2695-4a62-953b-188e0ecf1d63	2026-07-15T22:14:57	REJECT	CONFIRM_REJECT			lt060	0.5112	false	true	false	1	1	1	0.8	0.9	REAL_TREND	Using peel-and-stick backsplashes for instant renter-friendly kitchen updates
S07b_confirm_reject	9d8c54ab-2ac6-4123-9853-a8894e5f6a3b	cand-svqujpdimsczr485	chain-ff4f6652-c88a-4919-b431-4f5f3b36efbb	2026-08-03T07:15:35	REJECT	CONFIRM_REJECT			lt060	0.5119	false	true	false	1	1	1	0.85	0.9	REAL_TREND	Trading traditional sour gummies for sour dried fruit snacks
S07b_confirm_reject	b404509e-8ce9-401d-a3b8-1b0d5e06afd4	cand-nli5zc0qmt7bfbg2	chain-b5b0ff03-dc92-4827-917a-71394b2603e3	2026-08-24T10:15:35	REJECT	CONFIRM_REJECT			b060_070	0.6011	false	true	false	1	2	1	0.85	0.9	REAL_TREND	Using non-pharmacological nasal barrier sprays and microbiome mists
S07b_confirm_reject	2f1742dd-b515-4c7c-b7a6-7bb0e73fc2f3	cand-mdyia4hfms3b4o69	chain-a8445153-fe85-49d1-b475-4220634d9e44	2026-07-27T10:15:38	REJECT	CONFIRM_REJECT			lt060	0.514	false	true	false	1	2	1	0.85	0.95	REAL_TREND	Drinking electrolyte-infused wine spritzers for hydration
S07b_confirm_reject	0aefbedc-f356-40c1-9858-af887df34082	cand-cjqrtf0fmsrzv66c	chain-1b6e9462-453d-458f-8c04-96396dba95a5	2026-08-13T19:15:01	REJECT	CONFIRM_REJECT			lt060	0.5313	false	true	false	1	1	1	0.8	0.9	REAL_TREND	Installing prefabricated/modular outdoor kitchens for backyard renovations
S07b_confirm_reject	d25944eb-3741-4a32-9d7d-4ac96567c168	cand-tll088yqmtm8omo7	chain-4ff13104-3a1b-4802-ba02-544dea678cff	2026-09-03T22:15:02	REJECT	CONFIRM_REJECT			lt060	0.5479	false	true	false	0	0	0	0.8	0.9	REAL_TREND	Return to whole milk and full-fat dairy for minimally processed nutrition
S07b_confirm_reject	50ba611d-6054-4884-8465-d12e1545e7d9	cand-54a8qgdgmtr05d3m	chain-cd657543-f879-4c6f-9136-d89972b87ed2	2026-09-07T07:14:51	REJECT	CONFIRM_REJECT			lt060	0.5104	false	true	false	0	0	0	0.85	0.9	REAL_TREND	Booking state-legal group psilocybin retreats
S07b_confirm_reject	6c105848-2bfc-4a50-8041-e410c48f5cc0	cand-wlyn5o52mtno5b78	chain-a266d975-f712-44e0-b7ad-fd2deb7d23fc	2026-09-04T22:14:57	REJECT	CONFIRM_REJECT			b060_070	0.6068	false	true	false	0	0	0	0.8	0.85	REAL_TREND	Silk Nails (short, sheer, elegant manicures)
S07b_confirm_reject	43fc30b9-1f11-4c52-8257-694cfbb96c6c	cand-ndtsuwuomt7bfbg2	chain-b5b0ff03-dc92-4827-917a-71394b2603e3	2026-08-24T10:15:37	REJECT	CONFIRM_REJECT			b060_070	0.6306	false	true	false	1	2	1	0.85	0.95	REAL_TREND	Acoustic art and moss panels for home sound dampening
S07b_confirm_reject	27c25fda-2b6e-47f6-94f9-d32da635d3dd	cand-jhiif6wdmt5bzell	chain-4cbd9b28-1380-48ae-a406-386d3095bcb3	2026-08-23T01:15:09	REJECT	CONFIRM_REJECT			lt060	0.5271	false	true	false	1	2	1	0.8	0.85	REAL_TREND	In-House Brand Recommerce and Rental Platforms
S07b_confirm_reject	2630dac1-1e4a-46b8-a6c3-3c1f68540825	cand-66yie1x1mtfkmvnu	chain-3a9ea0c7-8131-43e6-89fc-448de79e7988	2026-08-30T07:14:54	REJECT	CONFIRM_REJECT			b060_070	0.662	false	true	false	0	0	0	0.8	0.9	REAL_TREND	Protein Matcha Lattes
S08_contested_merge	d5e7c0d8-f3c1-403e-a60d-abf909a1c90b	cand-y0kwvoj5mtxo7l09	chain-05e99841-9f6e-4afd-9b59-bb2de40af4bc	2026-09-11T22:14:55	MERGE_INTO_EXISTING	MISSED_DUPLICATE	48d74d47-1737-4cd2-91e8-27a04f4b3e71	48d74d47-1737-4cd2-91e8-27a04f4b3e71	contested	0.744	false	true	false	1	1	1	0.9	0.95	REAL_TREND	Applying removable stained-glass and privacy window films for renter decor
S08_contested_merge	3a993830-36a2-4faf-9e0a-150ebbf3ad10	cand-994wqdb3mrxr21sy	chain-a48b01cc-7bad-44eb-9b67-41d661ce9d14	2026-07-23T13:15:58	MERGE_INTO_EXISTING	MISSED_DUPLICATE	2cd8a736-c02e-4d43-b1ee-f82be414c360	2cd8a736-c02e-4d43-b1ee-f82be414c360	contested	0.7113	false	false	false	2	2	2	0.85	0.9	REAL_TREND	Using body serums and lotions formulated with facial actives to treat body skin
S08_contested_merge	b58b2b81-624f-48f8-a94d-71ad2c6442f5	cand-vu5n5lghmtxo7l09	chain-05e99841-9f6e-4afd-9b59-bb2de40af4bc	2026-09-11T22:14:59	MERGE_INTO_EXISTING	MISSED_DUPLICATE	d9da93d3-f9fc-43c5-a0e9-cb6923109fcc	d9da93d3-f9fc-43c5-a0e9-cb6923109fcc	contested	0.7058	false	true	false	1	1	1	0.85	0.9	REAL_TREND	Bovine colostrum supplements for gut and immune health
S08_contested_merge	a06ed65b-d13c-4384-968f-0f3321ea55e3	cand-58odlvzymt5vyor2	chain-3001de90-0eb3-439f-b6d8-b3674bfb63b6	2026-08-23T10:15:19	MERGE_INTO_EXISTING	MISSED_DUPLICATE	5351c59a-edb5-4f91-afac-de7ffa5607a3	5351c59a-edb5-4f91-afac-de7ffa5607a3	contested	0.7236	false	true	false	1	3	1	0.8	0.85	REAL_TREND	Grocery store tourism (visiting supermarkets for regional foods)
S08_contested_merge	6e82051a-0635-4399-8014-36b4e4c9b1d7	cand-uf6xt7f2mrpnjj3i	chain-4197e598-378e-4988-aef0-c88ad9425793	2026-07-17T22:15:07	MERGE_INTO_EXISTING	MISSED_DUPLICATE	4ecafebb-1c3b-4603-bcfd-316b8ef421fd	4ecafebb-1c3b-4603-bcfd-316b8ef421fd	contested	0.7069	false	true	false	1	2	1	0.85	0.9	REAL_TREND	Fast-dissolving oral supplement strips replacing gummies for energy and sleep
S08_contested_merge	52854a6d-2d7a-4e82-8558-178f825a7826	cand-hgcqnja3mssh0c0s	chain-45bf8a6f-c684-4cd0-a256-1e368df3cc7d	2026-08-14T01:15:04	MERGE_INTO_EXISTING	MISSED_DUPLICATE	82bbba4b-3e80-4200-93a9-9d3cb5af6b80	82bbba4b-3e80-4200-93a9-9d3cb5af6b80	contested	0.7357	false	true	false	1	1	1	0.8	0.9	REAL_TREND	Attending visible mending workshops to aesthetically repair clothes
S08_contested_merge	ee185310-9900-4308-ae68-a3c243d609a2	cand-m26eduh9mu35es00	chain-42788a7d-982e-4305-8d0b-8bbc50e5d140	2026-09-15T19:15:14	MERGE_INTO_EXISTING	MISSED_DUPLICATE	fe868f01-f1e9-4e28-835c-625fe524ea06	fe868f01-f1e9-4e28-835c-625fe524ea06	contested	0.7362	false	true	false	1	3	1	0.85	0.9	REAL_TREND	Layering solid perfumes and sprays to create custom scents
S08_contested_merge	13e69781-bfd7-4cb5-a195-3754d0ac58c8	cand-im74rhbpmrn9tuw5	chain-a8dcc2bb-c35e-4319-b3ad-2c6b9021dbc0	2026-07-16T07:15:31	MERGE_INTO_EXISTING	MISSED_DUPLICATE	f55435d6-51ec-4c6e-ab6f-27c7466b2217	f55435d6-51ec-4c6e-ab6f-27c7466b2217	contested	0.7513	false	false	false	2	2	2	0.8	0.95	REAL_TREND	Renters installing peel-and-stick acoustic panels
S08_contested_merge	c8b11e04-befa-4fae-b4ac-00a531a428da	cand-zxos3r6mmroxtyd7	chain-aebb6dac-656b-4d9c-95f1-cd65907c0a74	2026-07-17T10:15:26	MERGE_INTO_EXISTING	MISSED_DUPLICATE	3e1d453c-f25f-435e-a5fc-ad2722eb5aeb	3e1d453c-f25f-435e-a5fc-ad2722eb5aeb	contested	0.7294	false	true	false	1	1	1	0.9	0.95	REAL_TREND	Using at-home telehealth ketamine troche subscriptions for mental health
S08_contested_merge	e887470e-8fdf-4578-b3ac-b4b982b3b5e4	cand-gf3ewiksms8gukce	chain-599b987c-17a1-4e77-a47e-b1502c389b4a	2026-07-31T01:14:48	MERGE_INTO_EXISTING	MISSED_DUPLICATE	d781c8dd-eda4-44b6-bc33-9c632941021b	d781c8dd-eda4-44b6-bc33-9c632941021b	contested	0.7867	false	false	false	2	2	2	0.95	0.95	REAL_TREND	Topical PDRN (salmon DNA) serums for at-home skin regeneration
S08_contested_merge	fd392b86-c095-4b72-97e5-11c31373cb2f	cand-wzqdgyfhmrn9tuw5	chain-a8dcc2bb-c35e-4319-b3ad-2c6b9021dbc0	2026-07-16T07:15:27	MERGE_INTO_EXISTING	MISSED_DUPLICATE	1d58d673-ffd7-41cb-825e-1d3fa7b3620b	1d58d673-ffd7-41cb-825e-1d3fa7b3620b	contested	0.7081	false	true	false	1	1	1	0.9	0.9	REAL_TREND	Styling soccer jerseys as casual everyday tops
S08_contested_merge	0f48d0ef-727d-4342-ac32-01e9c148ee99	cand-e8lddsmlmsl3a2gw	chain-35cc055f-ea03-48c4-8f4e-6e48c0f2c28d	2026-08-08T22:14:57	MERGE_INTO_EXISTING	MISSED_DUPLICATE	41c11926-3c71-47b8-8c46-934da819a470	41c11926-3c71-47b8-8c46-934da819a470	contested	0.7574	false	true	false	0	0	0	0.85	0.8	REAL_TREND	Clean-Label Plant Protein Over Processed Analogs
S08_contested_merge	d850c809-2a55-4e4a-bad4-39e587ff8119	cand-nzauyap4muaam1xi	chain-b27f65ad-3bee-482c-b76b-8abf1fe9933c	2026-09-20T19:14:59	MERGE_INTO_EXISTING	MISSED_DUPLICATE	7458e128-4d0a-40fc-8d6d-876b9f0a241f	7458e128-4d0a-40fc-8d6d-876b9f0a241f	contested	0.7905	false	false	false	2	3	2	0.95	0.95	REAL_TREND	Using non-invasive vagus nerve stimulation wearables for anxiety relief
S08_contested_merge	2de110de-ef7f-4689-aba2-d5a8c0e78612	cand-vt8e2r8gmsbvskaz	chain-957addf3-c8d6-4a6a-a55a-76533a5941e9	2026-08-02T10:17:34	MERGE_INTO_EXISTING	MISSED_DUPLICATE	d252a219-d0d4-4957-8772-ed74bde45336	d252a219-d0d4-4957-8772-ed74bde45336	contested	0.7748	false	true	false	1	2	1	0.85	0.95	REAL_TREND	Using nicotine-free caffeine and nootropic pouches for on-the-go energy
S08_contested_merge	d14c85ab-a999-4536-999d-0fb2ede8f9fd	cand-xv9pyf00msam04w8	chain-d0392faa-319f-499c-9f27-74d992e60a04	2026-08-01T13:14:49	MERGE_INTO_EXISTING	MISSED_DUPLICATE	cea803d3-5f90-4ec2-bf0d-1da2fdd8080d	cea803d3-5f90-4ec2-bf0d-1da2fdd8080d	contested	0.7712	false	true	false	1	2	1	0.85	0.85	REAL_TREND	Replacing salon manicures with premium, reusable press-on nails
S08_contested_merge	762b3b49-ebc4-4457-8d83-80e2a301b0fa	cand-ymy76uncms4qj4yo	chain-164793b2-a0f0-4ead-9eb1-5c35d3b906c7	2026-07-28T10:15:22	MERGE_INTO_EXISTING	MISSED_DUPLICATE	24811e7a-ee0f-45f8-8171-b5e09b9532f1	24811e7a-ee0f-45f8-8171-b5e09b9532f1	contested	0.7193	false	true	false	1	4	1	0.85	0.9	REAL_TREND	Buying exclusive drops and local food via TikTok Shop livestreams
S08_contested_merge	4845322c-f84d-4b4b-b49a-01c2a0981734	cand-jn02q9qamqzarfrw	chain-38e6b8f3-77c5-4767-a680-8b53309b2688	2026-06-29T10:16:09	MERGE_INTO_EXISTING	MISSED_DUPLICATE	4c221bae-6617-44d0-84b4-1b8f678072df	4c221bae-6617-44d0-84b4-1b8f678072df	contested	0.7578	false	false	false	2	2	2	0.9	0.95	REAL_TREND	Purchasing functional foods/beverages to preserve muscle during GLP-1 therapy
S08_contested_merge	529f78ad-6aa5-4cf6-8dd9-8e848200db8f	cand-skbowqa6mr39nqct	chain-505f316f-7fda-405a-b746-5f2b9682d952	2026-07-02T07:15:04	MERGE_INTO_EXISTING	MISSED_DUPLICATE	64eb71d7-31e1-470c-b00e-490f1701b86b	64eb71d7-31e1-470c-b00e-490f1701b86b	contested	0.7244	false	false	false	2	2	2	0.85	0.85	REAL_TREND	Collected Interiors: Layering vintage & sentimental pieces over minimalism
S08_contested_merge	b8cbf582-923e-4abe-be63-f8ccd974914d	cand-yyq1zw1mmrl4o07t	chain-d828c35b-55dc-46e8-97e0-dfad6a1fbdd0	2026-07-14T19:14:56	MERGE_INTO_EXISTING	MISSED_DUPLICATE	3f912308-2c7f-4d5b-909e-7cac8751a072	3f912308-2c7f-4d5b-909e-7cac8751a072	contested	0.7304	false	false	false	2	2	2	0.85	0.9	REAL_TREND	Tinned fish as a portable high-protein snack
